0.6985074626865672,153532.944444,3097,335,234,3600,0.2,1.0,5
0.8119402985074626,125794.518382,1807,335,272,3600,0.2,1.0,5
0.7970149253731343,118621.325843,2016,335,267,3600,0.2,1.0,5
0.7134328358208956,119835.020921,2457,335,239,3600,0.2,1.0,5

0.6955223880597015,152614.609442,3219,335,233,3600,0.4,1.0,5
0.8208955223880597,119549.807273,1791,335,275,3600,0.4,1.0,5
0.7791044776119403,116853.417625,2026,335,261,3600,0.4,1.0,5
0.7343283582089553,122042.487805,2548,335,246,3600,0.4,1.0,5

0.6895522388059702,156050.904762,3232,335,231,3600,0.6,1.0,5
0.7910447761194029,127694.554717,1822,335,265,3600,0.6,1.0,5
0.746268656716418,130094.392,2166,335,250,3600,0.6,1.0,5
0.7373134328358208,131509.182186,2416,335,247,3600,0.6,1.0,5

0.7432835820895523,156883.975904,3096,335,249,3600,0.8,1.0,5
0.844776119402985,114547.812721,1715,335,283,3600,0.8,1.0,5
0.8328358208955224,122284.017921,1963,335,279,3600,0.8,1.0,5
0.7432835820895523,126266.959839,2448,335,249,3600,0.8,1.0,5

0.7223880597014926,140470.115702,3015,335,242,3600,1.0,1.0,5
0.8208955223880597,114358.36,1746,335,275,3600,1.0,1.0,5
0.8029850746268656,115685.0,2087,335,269,3600,1.0,1.0,5
0.7761194029850746,128714.188462,2412,335,260,3600,1.0,1.0,5

0.7074626865671642,153471.021097,3231,335,237,3600,1.2,1.0,5
0.8119402985074626,122161.169118,1786,335,272,3600,1.2,1.0,5
0.8119402985074626,118067.602941,1957,335,272,3600,1.2,1.0,5
0.755223880597015,121891.715415,2292,335,253,3600,1.2,1.0,5

